,ride_date,rides,ride_duration_sum,ride_duration_avg,temp_avg,temp_min,temp_max,pres_avg,rhum_avg
167,2018-07-14,343,14129.9,41.195043731778426,22.153644314868803,11.9,28.2,1015.632944606414,52.583090379008745
168,2018-07-15,406,19936.866666666665,49.1055829228243,21.454187192118226,11.9,27.9,1015.3073891625615,55.25369458128079
169,2018-07-16,527,14660.516666666666,27.92479365079365,22.324098671726755,11.7,27.6,1017.0001897533207,50.54079696394687
170,2018-07-17,515,13019.666666666666,25.330090791180282,21.374563106796117,12.1,26.5,1017.0118446601941,55.2
171,2018-07-18,523,15235.016666666666,29.130050987890375,21.566539196940724,13.6,27.0,1016.9447418738049,58.40152963671128
172,2018-07-19,567,16373.733333333334,28.928857479387514,21.03615520282187,11.3,26.8,1016.042151675485,53.908289241622576
173,2018-07-20,1405,37643.26666666666,26.849690917736563,20.949395017793595,10.8,26.8,1015.9496085409253,49.523843416370106
174,2018-07-21,1136,51429.7,45.27262323943662,21.00801056338028,10.0,27.5,1015.5805457746479,51.162852112676056
175,2018-07-22,1439,84333.0,58.80962343096234,20.85844336344684,10.5,26.9,1015.4779013203613,49.89576094510076
176,2018-07-23,1576,53536.166666666664,34.056085665818486,20.311230964467004,10.6,25.5,1017.3199238578679,44.73984771573604
177,2018-07-24,1612,47597.21666666667,29.545137595696254,19.7,9.8,25.5,1017.2734491315136,48.45843672456576
178,2018-07-25,1729,59426.85,34.390538194444446,19.90080971659919,11.5,25.7,1017.8555234239444,51.75361480624638
179,2018-07-26,1685,48768.13333333333,28.976906318082786,19.863442136498517,10.1,26.0,1017.9383976261128,49.79881305637982
180,2018-07-27,1701,54226.48333333333,31.897931372549017,20.834685479129924,9.7,26.8,1017.0055849500294,46.71840094062316
181,2018-07-28,1054,43932.916666666664,41.801062480177606,20.876470588235293,10.0,27.7,1015.9829222011385,48.27514231499051
182,2018-07-29,1422,81767.75,57.62350246652572,21.212869198312237,10.0,28.6,1015.0744725738396,46.34317862165963
183,2018-07-30,1450,36714.38333333333,25.32026436781609,22.526344827586207,10.2,29.3,1013.0893103448276,43.61793103448276
184,2018-07-31,1482,36866.4,24.89291019581364,22.90101214574899,10.3,30.2,1013.3423076923077,44.13630229419703
185,2018-08-01,1552,33786.916666666664,21.79801075268817,22.84716494845361,10.5,30.6,1012.9384664948453,46.44716494845361
186,2018-08-02,1493,37361.316666666666,25.041096961572833,23.48861352980576,13.2,30.0,1012.960750167448,47.31279303415941
187,2018-08-03,1400,29990.016666666666,21.421440476190476,23.718642857142857,14.4,30.2,1012.3641428571428,49.71
188,2018-08-04,1057,43575.98333333333,41.26513573232323,24.677010406811732,14.1,30.8,1011.49394512772,45.78713339640492
189,2018-08-05,1332,67947.16666666667,51.01138638638639,24.31418918918919,15.2,31.0,1011.5788288288288,48.781531531531535
190,2018-08-06,1559,30554.1,19.611103979460847,24.73752405388069,15.1,31.2,1012.6969211032713,49.389993585631814
191,2018-08-07,1488,38359.55,25.79660390047075,23.85692204301075,15.0,30.3,1014.092876344086,54.71639784946237
192,2018-08-08,1456,39899.816666666666,27.42255441008018,23.39024725274725,16.1,30.1,1014.6254120879122,57.092032967032964
193,2018-08-09,1332,32312.966666666667,24.277210117705987,23.849924924924924,15.6,29.7,1014.1927177177176,55.90915915915916
194,2018-08-10,1471,39271.066666666666,26.733197186294532,22.39265805574439,14.9,29.1,1013.7421481985044,64.88919102651258
195,2018-08-11,1073,46891.65,43.74221082089552,24.056290773532155,13.9,30.2,1013.8326188257222,47.730661696178935
196,2018-08-12,1141,48532.666666666664,42.535203038270524,22.9022787028922,11.4,30.7,1013.7358457493427,33.72042068361087
197,2018-08-13,1735,40787.9,23.508876080691643,22.916195965417867,10.2,30.9,1012.9599423631124,32.706051873198845
198,2018-08-14,1843,45767.76666666666,24.860275212746693,23.657297883884972,12.1,31.6,1012.3904503526859,38.28540423223006
199,2018-08-15,1785,49155.51666666666,27.56899420452421,24.353949579831934,13.8,31.0,1012.5918207282913,44.226890756302524
200,2018-08-16,1572,38082.35,24.256273885350318,22.88638676844784,16.1,26.6,1014.5828244274809,56.04389312977099
201,2018-08-17,1682,38365.45,22.83657738095238,20.106242568370984,15.7,24.0,1017.5881093935791,73.1718192627824
202,2018-08-18,1145,41612.63333333333,36.406503353747446,20.663930131004367,14.1,26.1,1016.609519650655,67.68209606986899
203,2018-08-19,1333,75550.38333333333,56.80479949874687,21.302325581395348,13.7,27.4,1016.0065266316578,63.32933233308327
204,2018-08-20,1844,42671.75,23.165988056460368,22.155911062906725,13.7,28.1,1016.4920281995662,55.04284164859002
205,2018-08-21,1723,47841.7,27.814941860465115,21.90116076610563,12.7,28.5,1015.8376088218224,48.35751596053395
206,2018-08-22,1833,46112.96666666667,25.198342440801458,22.61669394435352,12.9,29.1,1015.3577195853792,47.788870703764324
207,2018-08-23,1579,38113.73333333333,24.168505601352777,23.5333122229259,13.7,29.7,1013.5082963901203,47.476250791640275
208,2018-08-24,1545,47197.583333333336,30.62789314298075,24.45915857605178,14.5,30.5,1012.7240776699028,43.75728155339806
209,2018-08-25,1046,41908.48333333333,40.29661858974359,24.6038240917782,14.6,31.3,1013.3465583173996,43.58126195028681
210,2018-08-26,1428,70994.61666666667,49.855770131086146,23.613235294117644,15.2,29.8,1014.9290616246499,52.40896358543417
211,2018-08-27,1655,36713.95,22.197067714631196,23.335347432024168,16.3,28.9,1014.2316012084592,54.09607250755287
212,2018-08-28,1930,51330.55,26.6513759086189,22.21761658031088,17.2,27.0,1015.0945077720207,50.37098445595855
213,2018-08-29,1864,44709.433333333334,24.011510920157537,21.65949570815451,14.7,27.1,1015.2557403433476,48.9662017167382
214,2018-08-30,1294,28444.65,21.981955177743433,25.07697063369397,18.6,28.4,1013.8936630602782,35.50077279752705
